LoadCase,zeta1,zeta2,ALLSE,RF_LEFT_x,RF_LEFT_y,RF_RIGHT_x,RF_RIGHT_y,RF_BOTTOM_x,RF_BOTTOM_y,RF_TOP_x,RF_TOP_y,Volume,nBndNodes,Savg_11,Savg_22,Savg_33,Savg_12,Eavg_11,Eavg_22,Eavg_33,Eavg_12,Uavg_1,Uavg_2,Fbar_11,Fbar_12,Fbar_21,Fbar_22,G111,G112,G121,G122,G211,G212,G221,G222,Fbar_11_int,Fbar_12_int,Fbar_21_int,Fbar_22_int,G111_int,G112_int,G121_int,G122_int,G211_int,G212_int,G221_int,G222_int,Q111,Q112,Q121,Q122,Q211,Q212,Q221,Q222,fitResidMax,c1_fit,c2_fit,H11,H22,H12,G1_11,G1_22,G1_12,G2_11,G2_22,G2_12,HillResid,QSymResid,ForceBalanceResid,KubcErrF,KubcErrG,EnergyConsistencyResid
NC_k0000,-0.0191729323308271,-0.0191729323308271,0.331055429714402,42.0620017504359,-0.546391269207594,50.2677723496442,-3.89765398951151,-40.6313475701122,-3.60732585744949,-54.3784161233303,10.5749366814254,1,1120,7.3726608013599,-1.45469728028605,1.9529279619544,-0.946150409428463,-7.40763399598388e-19,6.78079652779119e-19,0,-2.71556777656259e-19,-0.00154030938344877,0.000840760323758739,1,9.11768591496987e-20,-2.16472843228392e-21,1,-0.00523340711650885,0.0100210450899222,0.0100210450899222,-0.0151659745678761,0.00104088811922811,-0.00481258406506862,-0.00481258406506862,0.00423543471264215,1,-4.33680868994202e-19,0,1,-0.00523353551101327,0.0100213007288275,0.0100213007288275,-0.0151659762714692,0.00104092531762103,-0.00481270683507028,-0.00481270683507028,0.00423543116426729,5.00093734611552,35.7323232143903,3.1549912354025,-10.7585335978114,3.1549912354025,-10.7585335978114,-14.8049837009187,2.15256693030623,2.16840434497101e-18,-1.02517662917414e-18,8.64014275432324e-20,0,0,0,-0.00523340711650885,-0.0151659745678761,0.0100210450899222,0.00104088811922811,0.00423543471264215,-0.00481258406506862,5.29943933883433e-13,8.50460876092779e-09,6.46412184623946e-12,9.11768591496987e-20,2.60208521396521e-18,8.83670046557169e-14
NC_k0000,-0.0120300751879699,-0.0120300751879699,0.329237119204117,44.5225599063449,-1.02660423170557,49.7130882965514,-2.89848976336682,-44.1043903638841,-1.41231164520064,-52.7838623396452,7.83986615722589,1,1120,4.71018456961932,-0.889838833893134,1.26071409278966,-0.595963981655643,-1.57536878532969e-18,-7.3495162861459e-19,0,-1.5599170514872e-18,-0.001538857505166,0.000838838756126222,1,3.45565271547804e-19,2.88300809218893e-20,1,-0.00523340711650885,0.0100210450899222,0.0100210450899222,-0.0151659745678761,0.00104088811922811,-0.00481258406506862,-0.00481258406506862,0.00423543471264215,1,-4.33680868994202e-19,0,1,-0.00523353551101327,0.0100213007288275,0.0100213007288275,-0.0151659762714692,0.00104092531762103,-0.00481270683507028,-0.00481270683507028,0.00423543116426729,4.96546098761011,35.6286255289827,3.11723962244274,-10.6557055126787,3.11723962244274,-10.6557055126787,-14.7666312402816,2.12267801652331,2.64274279543342e-18,-1.32057800753732e-18,3.76812821472601e-19,0,0,0,-0.00523340711650885,-0.0151659745678761,0.0100210450899222,0.00104088811922811,0.00423543471264215,-0.00481258406506862,1.3676186014088e-12,5.96144917707556e-09,1.18283964591656e-12,3.45565271547804e-19,3.46944695195361e-18,9.67794909752798e-14
NC_k0000,-0.00488721804511278,-0.00488721804511278,0.328389605201568,46.6248082112423,-1.46687741586068,48.7400030553522,-2.17618404451753,-47.2366335285242,1.15029810304103,-50.7641449333768,4.98281653659515,1,1120,1.92649127872346,-0.354374151319581,0.518798652043275,-0.242021687799259,-2.24588800731008e-18,-2.92485439770585e-18,0,-1.29529204736414e-18,-0.00153817157241966,0.000837947278639414,1,2.23194173382569e-19,-8.39774336253762e-20,1,-0.00523340711650886,0.0100210450899222,0.0100210450899222,-0.0151659745678761,0.00104088811922811,-0.00481258406506862,-0.00481258406506862,0.00423543471264215,1,-4.33680868994202e-19,0,1,-0.00523353551101327,0.0100213007288275,0.0100213007288275,-0.0151659762714692,0.00104092531762103,-0.00481270683507028,-0.00481270683507028,0.00423543116426729,4.94145623646227,35.5929754277638,3.09461710835295,-10.599750143162,3.09461710835295,-10.599750143162,-14.7543486706501,2.11414646559179,2.82909004382936e-18,2.36883733184322e-19,1.96433619844651e-19,0,0,0,-0.00523340711650885,-0.0151659745678761,0.0100210450899222,0.00104088811922811,0.00423543471264215,-0.00481258406506862,5.3089099882421e-12,2.48167341151045e-09,1.24035915593852e-11,2.23194173382569e-19,7.80625564189563e-18,1.99467819368637e-14
NC_k0000,0.00225563909774436,0.00225563909774436,0.328265098577712,48.2602168340945,-1.96178765216867,47.2828987320983,-1.63789240224351,-49.9031821066781,3.93140797118545,-48.2750889731729,2.15712686451135,1,1120,-0.88989167273322,0.162964997846349,-0.239885802712666,0.11169897837744,-1.49157208055562e-18,2.29822434505177e-18,0,2.31074558477913e-19,-0.00153807147735522,0.000837819813754645,1,3.36046212351924e-19,-9.34231370315079e-20,1,-0.00523340711650885,0.0100210450899222,0.0100210450899222,-0.0151659745678761,0.00104088811922811,-0.00481258406506862,-0.00481258406506862,0.00423543471264215,1,-4.33680868994202e-19,0,1,-0.00523353551101327,0.0100213007288275,0.0100213007288275,-0.0151659762714692,0.00104092531762103,-0.00481270683507028,-0.00481270683507028,0.00423543116426729,4.93738747753724,35.58854913635,3.09095770302877,-10.5909906477561,3.09095770302877,-10.5909906477561,-14.7529056785379,2.11331454426783,3.46944695195361e-18,-2.19089220542996e-18,5.48983477081366e-19,0,0,0,-0.00523340711650885,-0.0151659745678761,0.0100210450899222,0.00104088811922811,0.00423543471264215,-0.00481258406506862,8.25046026287481e-12,3.84315024724726e-09,7.33342368211988e-12,3.36046212351924e-19,2.60208521396521e-18,9.89262142426577e-14
NC_k0000,0.0093984962406015,0.0093984962406015,0.328831748777195,49.4091453228311,-2.60447465561056,45.3476684203916,-1.18792718691977,-52.0925597399913,6.79256362297316,-45.3087963425799,-0.503021286600521,1,1120,-3.69245237144039,0.689100991536371,-0.991105955368375,0.465620570496833,-7.5062339250002e-19,6.26758058853879e-19,0,-3.62559879926892e-19,-0.00153852864408924,0.000838407834598019,1,2.19832374059641e-19,2.59278631512058e-20,1,-0.00523340711650886,0.0100210450899222,0.0100210450899222,-0.0151659745678761,0.00104088811922811,-0.00481258406506862,-0.00481258406506862,0.00423543471264215,1,-4.33680868994202e-19,0,1,-0.00523353551101327,0.0100213007288275,0.0100213007288275,-0.0151659762714692,0.00104092531762103,-0.00481270683507028,-0.00481270683507028,0.00423543116426729,4.9547071778589,35.6104530697562,3.10689103132174,-10.6296747416483,3.10689103132174,-10.6296747416483,-14.7602736145801,2.11800719845727,2.60208521396521e-18,-5.10115167851874e-19,4.1865989435742e-19,0,0,0,-0.00523340711650885,-0.0151659745678761,0.0100210450899222,0.00104088811922811,0.00423543471264215,-0.00481258406506862,1.25499666007242e-12,2.8614689264274e-09,3.78378247510631e-12,2.19832374059641e-19,6.07153216591882e-18,8.74452556504048e-14
NC_k0000,0.0165413533834586,0.0165413533834586,0.330241954006231,50.1030435651768,-3.49384508942515,42.9962894963797,-0.734505933356005,-53.83550506172,9.59475012211435,-41.9330509778151,-2.85193964794199,1,1120,-6.41544650796664,1.2443719311926,-1.70645461033545,0.818219859604718,-1.80963295224961e-18,-2.3211812953871e-18,0,-7.4127294285572e-19,-0.00153966658173781,0.000839910179180658,1,1.33122275026125e-19,-6.80519171165665e-20,1,-0.00523340711650886,0.0100210450899222,0.0100210450899222,-0.0151659745678761,0.00104088811922811,-0.00481258406506862,-0.00481258406506862,0.00423543471264215,1,-4.33680868994202e-19,0,1,-0.00523353551101327,0.0100213007288275,0.0100213007288275,-0.0151659762714692,0.00104092531762103,-0.00481270683507028,-0.00481270683507028,0.00423543116426729,4.98731478580406,35.6817286262586,3.13967359603254,-10.7151123043079,3.13967359603254,-10.7151123043079,-14.7859294219781,2.1377870040106,2.60208521396521e-18,-7.41006287627685e-19,2.64618739261252e-19,0,0,0,-0.00523340711650885,-0.0151659745678761,0.0100210450899222,0.00104088811922811,0.00423543471264215,-0.00481258406506862,9.43459489239794e-13,3.50567734141359e-09,6.82375007491203e-12,1.33122275026125e-19,5.20417042793042e-18,7.39606408133492e-15
NC_k0001,-0.0191729323308271,-0.0191729323308271,0.212243722590423,113.975107029585,22.4038792089885,128.95345503763,17.3267795571721,-105.293318349972,-24.8840020224751,-133.836696706842,-17.0798125662462,1,1120,1.30512211159386,1.98120721699628,1.08448867843474,-1.79919987241885,-1.26538781385912e-19,-1.92357542726756e-19,0,-5.92340727926773e-19,0.00162421790964981,-0.00121279700976965,1,-1.67903570987728e-19,4.94160190594052e-20,1,0.0167936705423597,-0.000560010168439072,-0.000560010168439072,-0.00184734565890285,-0.00691428473759986,0.00121998686912674,0.00121998686912674,-0.00805919542814357,1,0,0,1,0.0167935993188025,-0.000560024454412757,-0.000560024454412757,-0.0018471791143962,-0.00691433978639306,0.00122001799124075,0.00122001799124075,-0.00805923587348408,21.3464762671845,-3.75300968087516,-0.24238726897112,-12.1626903037806,-0.24238726897112,-12.1626903037806,12.138775240504,-4.91970208645631,2.16840434497101e-18,1.16529363673521e-18,-1.1491921977762e-19,0,0,0,0.0167936705423597,-0.00184734565890285,-0.000560010168439073,-0.00691428473759986,-0.00805919542814356,0.00121998686912674,2.36949825190033e-12,2.97046174999202e-09,3.81215916496931e-12,1.67903570987728e-19,3.46944695195361e-18,1.53003457882957e-13
NC_k0001,-0.0120300751879699,-0.0120300751879699,0.211829771472145,116.160972854681,20.9329996177577,125.476846157148,17.7238571991497,-109.81839876559,-22.8782875297906,-128.016989867037,-17.9978503257191,1,1120,0.815426266415262,1.30116028588123,0.698473562257852,-1.12971242211569,-2.52605077205934e-18,-2.3882821866774e-18,0,-4.32794131377545e-19,0.00162197696388161,-0.00121147013190906,1,-1.61404804083211e-19,1.1741550740848e-19,1,0.0167936705423597,-0.000560010168439072,-0.000560010168439072,-0.00184734565890285,-0.00691428473759986,0.00121998686912674,0.00121998686912674,-0.00805919542814356,1,0,0,1,0.0167935993188025,-0.000560024454412757,-0.000560024454412757,-0.0018471791143962,-0.00691433978639306,0.00122001799124075,0.00122001799124075,-0.00805923587348408,21.3029754486704,-3.69910077146411,-0.211144398687672,-12.0882533253842,-0.211144398687672,-12.0882533253842,12.0301224393195,-4.96258459450333,1.30104260698261e-18,3.5537894842072e-19,-1.27705175211437e-18,0,0,0,0.0167936705423597,-0.00184734565890285,-0.000560010168439073,-0.00691428473759986,-0.00805919542814356,0.00121998686912674,5.10998047052449e-12,3.87098396443046e-09,7.1352788259741e-12,1.61404804083211e-19,3.46944695195361e-18,8.81816670976041e-14
NC_k0001,-0.00488721804511278,-0.00488721804511278,0.211725814853124,118.615078506845,19.6995775291662,122.371834647268,18.3912907730568,-114.87060863967,-21.1400768435993,-122.313798908171,-19.1629143018332,1,1120,0.331230155494419,0.540460572497019,0.287657940237175,-0.458018610825648,2.57958590130377e-18,2.030142759944e-18,0,-4.83033773061566e-19,0.00162079289768835,-0.00121077426766261,1,-1.98619247319397e-19,6.00323454723005e-20,1,0.0167936705423597,-0.000560010168439072,-0.000560010168439072,-0.00184734565890285,-0.00691428473759986,0.00121998686912674,0.00121998686912674,-0.00805919542814357,1,0,0,1,0.0167935993188025,-0.000560024454412757,-0.000560024454412757,-0.0018471791143962,-0.00691433978639306,0.00122001799124075,0.00122001799124075,-0.00805923587348408,21.290384491498,-3.67502581595991,-0.193979038658036,-12.0499021369707,-0.193979038658036,-12.0499021369707,11.9839170720915,-4.99059569023261,2.60208521396521e-18,1.06614462286169e-18,-2.98741216005853e-19,0,0,0,0.0167936705423597,-0.00184734565890285,-0.000560010168439073,-0.00691428473759986,-0.00805919542814356,0.00121998686912674,1.64239744568661e-11,2.60266386218763e-09,5.38140744052691e-12,1.98619247319397e-19,3.46944695195361e-18,1.32927360292705e-13
NC_k0001,0.00225563909774436,0.00225563909774436,0.211715271503899,121.309696679673,18.6996274148686,119.578507027625,19.3037723728465,-120.261220606477,-19.6515754277622,-116.82301638355,-20.5633786601477,1,1120,-0.152919796150094,-0.250226600906211,-0.133038311028591,0.211291884094806,-5.27416314264221e-18,1.09047551025111e-18,0,-3.07204953334844e-19,0.00162061357187054,-0.00121066729828871,1,5.98761655395986e-20,1.85009158738509e-19,1,0.0167936705423597,-0.000560010168439072,-0.000560010168439072,-0.00184734565890284,-0.00691428473759986,0.00121998686912674,0.00121998686912674,-0.00805919542814356,1,0,0,1,0.0167935993188025,-0.000560024454412757,-0.000560024454412757,-0.0018471791143962,-0.00691433978639306,0.00122001799124075,0.00122001799124075,-0.00805923587348408,21.2889205366958,-3.67161703246373,-0.191319313088847,-12.0439864327954,-0.191319313088847,-12.0439864327954,11.9775264964959,-4.99516120886049,2.60208521396521e-18,-2.57491713976546e-19,-1.23157740334891e-18,0,0,0,0.0167936705423597,-0.00184734565890285,-0.000560010168439073,-0.00691428473759986,-0.00805919542814356,0.00121998686912674,1.50730473945329e-11,2.8359181308658e-09,1.05919846371581e-11,1.85009158738509e-19,9.97465998686664e-18,5.63723978433017e-15
