LoadCase,zeta1,zeta2,ALLSE,RF_LEFT_x,RF_LEFT_y,RF_RIGHT_x,RF_RIGHT_y,RF_BOTTOM_x,RF_BOTTOM_y,RF_TOP_x,RF_TOP_y,Volume,nBndNodes,Savg_11,Savg_22,Savg_33,Savg_12,Eavg_11,Eavg_22,Eavg_33,Eavg_12,Uavg_1,Uavg_2,Fbar_11,Fbar_12,Fbar_21,Fbar_22,G111,G112,G121,G122,G211,G212,G221,G222,Fbar_11_int,Fbar_12_int,Fbar_21_int,Fbar_22_int,G111_int,G112_int,G121_int,G122_int,G211_int,G212_int,G221_int,G222_int,Q111,Q112,Q121,Q122,Q211,Q212,Q221,Q222,fitResidMax,c1_fit,c2_fit,H11,H22,H12,G1_11,G1_22,G1_12,G2_11,G2_22,G2_12,HillResid,QSymResid,ForceBalanceResid,KubcErrF,KubcErrG,EnergyConsistencyResid
NC_k0000,-0.13421052631579,-0.13421052631579,0.486225266401118,11.9441321930883,-5.34861561919261,123.214272776085,-3.09545904212746,-53.652581380642,23.1119925473925,-99.3194333759788,2.08267892316205,1,160,61.5866053641895,-14.3636104598115,15.5835883184448,-11.8775587977339,-1.35779381444864e-18,1.12697733632185e-18,0,-5.14360757220174e-19,-0.00166457208094557,0.000971111396258027,1,2.61173035438437e-20,-3.1091584413178e-20,1,-0.00523340711650885,0.0100210450899222,0.0100210450899222,-0.0151659745678761,0.00104088811922811,-0.00481258406506862,-0.00481258406506862,0.00423543471264215,1,4.33680868994202e-19,-1.0842021724855e-19,1,-0.00523969844722559,0.0100335713962846,0.0100335713962846,-0.0151660580439357,0.00104271084048103,-0.00481859979514995,-0.00481859979514996,0.00423526084227418,7.69320833044514,49.7190281632714,5.02170229914833,-17.9413158767905,5.02170229914833,-17.9413158767905,-17.2184486452661,4.15992862681349,1.51788304147971e-18,7.44860963581867e-19,-2.45366361827078e-19,0,0,0,-0.00523340711650885,-0.0151659745678761,0.0100210450899222,0.00104088811922811,0.00423543471264215,-0.00481258406506862,1.58637784286488e-14,2.01481642070505e-07,1.30088685424759e-13,3.1091584413178e-20,3.46944695195361e-18,8.44839928109427e-15
NC_k0000,-0.0842105263157895,-0.0842105263157895,0.500851464957694,35.9102022334844,-9.83462411636279,109.916118707035,-5.66095034116391,-67.3764302833748,24.0265102798013,-96.1830960565411,8.17943755533356,1,160,41.1191914783661,-9.62593170605643,10.3927757248622,-7.99215537499968,-3.76188507699316e-19,5.65976827443483e-19,0,-1.41878018665095e-19,-0.00164408934677286,0.000961923042305969,1,2.26952050647873e-19,-9.60746037520944e-20,1,-0.00523340711650885,0.0100210450899222,0.0100210450899222,-0.0151659745678761,0.00104088811922811,-0.00481258406506862,-0.00481258406506862,0.00423543471264215,1,4.33680868994202e-19,-1.0842021724855e-19,1,-0.00523969844722559,0.0100335713962846,0.0100335713962846,-0.0151660580439357,0.00104271084048103,-0.00481859979514995,-0.00481859979514996,0.00423526084227418,9.26530385125818,53.5509298187752,3.67711448445226,-18.3037482793054,3.67711448445226,-18.3037482793054,-18.1762732658298,4.65647337114782,1.30104260698261e-18,-3.97379734396624e-19,-5.54238631921075e-20,0,0,0,-0.00523340711650885,-0.0151659745678761,0.0100210450899222,0.00104088811922811,0.00423543471264215,-0.00481258406506862,6.42386808986238e-14,3.08430937929722e-07,1.52904975119032e-13,2.26952050647873e-19,1.73472347597681e-18,7.53668212599593e-15
NC_k0000,-0.0342105263157895,-0.0342105263157895,0.510082626258715,60.7038927935334,-10.8383770401283,91.6721673232542,-8.44819405188367,-79.1828588913483,21.4740072107209,-90.8873091336334,14.494912198674,1,160,17.2267634357052,-4.03733112327678,4.3525126631014,-3.35749245767401,3.03661311590667e-19,1.15196480826585e-19,0,1.01591014111313e-19,-0.00163153623071403,0.000956522231686953,1,9.37592621499742e-20,-1.03092954235378e-19,1,-0.00523340711650885,0.0100210450899222,0.0100210450899222,-0.0151659745678761,0.00104088811922811,-0.00481258406506862,-0.00481258406506862,0.00423543471264215,1,4.33680868994202e-19,-1.0842021724855e-19,1,-0.00523969844722559,0.0100335713962846,0.0100335713962846,-0.0151660580439357,0.00104271084048103,-0.00481859979514995,-0.00481859979514996,0.00423526084227418,10.1854782439991,55.9267738200071,2.83614743572418,-18.5344176233172,2.83614743572418,-18.5344176233172,-18.7721280469956,4.96253785162485,1.73472347597681e-18,-1.59610112889861e-19,-8.47989197733621e-20,0,0,0,-0.00523340711650885,-0.0151659745678761,0.0100210450899222,0.00104088811922811,0.00423543471264215,-0.00481258406506862,6.30555014786958e-14,1.51522258517473e-07,1.49603002057345e-13,1.03092954235378e-19,1.73472347597681e-18,1.74124421020691e-15
NC_k0000,0.0157894736842105,0.0157894736842105,0.511579358333278,83.9017304070992,-9.35683996888837,69.5531780760122,-10.5139115164864,-88.2644311997084,16.6388395789069,-82.8636554470397,19.9008197687849,1,160,-7.98741236059137,1.87203513773877,-2.01807448354135,1.55750972900956,-3.34578014165449e-20,5.66453283476313e-19,0,-4.71162076910205e-20,-0.00162957290234838,0.000955733369832814,1,2.78644032917621e-19,-5.25247903494369e-20,1,-0.00523340711650885,0.0100210450899222,0.0100210450899222,-0.0151659745678761,0.00104088811922811,-0.00481258406506862,-0.00481258406506862,0.00423543471264215,1,4.33680868994202e-19,-1.0842021724855e-19,1,-0.00523969844722559,0.0100335713962846,0.0100335713962846,-0.0151660580439357,0.00104271084048103,-0.00481859979514995,-0.00481859979514996,0.00423526084227418,10.3321452313917,56.3132297171708,2.69793426187167,-18.5717064877159,2.69793426187167,-18.5717064877159,-18.8684420586388,5.01181154454943,8.67361737988404e-19,-1.51420826426927e-19,-1.45115055882723e-19,0,0,0,-0.00523340711650885,-0.0151659745678761,0.0100210450899222,0.00104088811922811,0.00423543471264215,-0.00481258406506862,2.59284225809325e-13,2.52060839838617e-07,4.41387267482833e-13,2.78644032917621e-19,1.73472347597681e-18,3.45059780149298e-14
NC_k0000,0.0657894736842105,0.0657894736842105,0.505071842656084,103.731114838177,-6.70274801784279,45.1008751793406,-10.5690801664574,-94.5204613241651,10.5426346490361,-72.0137924936329,23.4183965955403,1,160,-32.5970389583515,7.63459123934866,-8.23760774727094,6.34461815239583,-8.06798882259721e-19,-3.6782405734518e-19,0,-1.44260298829248e-19,-0.00163838121855852,0.000959454607816285,1,1.80887920870499e-19,2.48294153380813e-20,1,-0.00523340711650885,0.0100210450899222,0.0100210450899222,-0.0151659745678761,0.00104088811922811,-0.00481258406506862,-0.00481258406506862,0.00423543471264215,1,4.33680868994202e-19,-1.0842021724855e-19,1,-0.00523969844722559,0.0100335713962846,0.0100335713962846,-0.0151660580439357,0.00104271084048103,-0.00481859979514995,-0.00481859979514996,0.00423526084227418,9.69006782519168,54.6358927299678,3.29502814093476,-18.4094397106936,3.29502814093476,-18.4094397106936,-18.4491845333588,4.79644639512159,8.67361737988404e-19,4.91419630699262e-19,-2.99451094394913e-19,0,0,0,-0.00523340711650885,-0.0151659745678761,0.0100210450899222,0.00104088811922811,0.00423543471264215,-0.00481258406506862,1.885507046262e-14,2.44989441517125e-07,2.02996283901936e-13,1.80887920870499e-19,3.46944695195361e-18,1.67059302747483e-14
NC_k0000,0.11578947368421,0.11578947368421,0.491950226167769,118.938641343513,-3.97824357266151,20.477388761894,-7.43635517351034,-98.3684050619789,4.22722739426226,-58.8343238461454,23.9272487037033,1,160,-54.5925857956894,12.7612411419015,-13.80434373575,10.5683811342826,-1.40501590125807e-18,4.90855592933867e-19,0,9.74087889342445e-21,-0.00165625088492159,0.000967314134305472,1,-2.58172769237012e-20,-5.28360870592853e-20,1,-0.00523340711650886,0.0100210450899222,0.0100210450899222,-0.0151659745678761,0.00104088811922811,-0.00481258406506862,-0.00481258406506862,0.00423543471264215,1,4.33680868994202e-19,-1.0842021724855e-19,1,-0.00523969844722559,0.0100335713962846,0.0100335713962846,-0.0151660580439357,0.00104271084048103,-0.00481859979514995,-0.00481859979514996,0.00423526084227418,8.33191740473788,51.241205144125,4.48628638947865,-18.0818324577779,4.48628638947865,-18.0818324577779,-17.5956119827274,4.3579778250884,2.60208521396521e-18,6.9309561086371e-19,-2.29404384528616e-19,0,0,0,-0.00523340711650885,-0.0151659745678761,0.0100210450899222,0.00104088811922811,0.00423543471264215,-0.00481258406506862,4.62045656050885e-14,8.74737887826552e-08,5.14117633442594e-14,5.28360870592853e-20,8.67361737988404e-18,7.89872710590621e-15
NC_k0001,-0.13421052631579,-0.13421052631579,0.381369045178251,194.068256641626,45.4896569169833,226.923106719547,29.6820690165243,-175.708958341391,-67.6468992278043,-220.712494282586,-22.0505204215619,1,160,13.6242870087506,24.3354202726791,12.5267034028718,-16.8462282502028,-6.94037621156492e-19,-8.12622233772094e-20,0,-5.26325097600141e-19,0.00164911446438728,-0.00124632158197497,1,-4.35025321368517e-20,-1.65522110573292e-20,1,0.0167936705423597,-0.000560010168439073,-0.000560010168439073,-0.00184734565890285,-0.00691428473759986,0.00121998686912674,0.00121998686912674,-0.00805919542814356,1,0,-2.16840434497101e-19,1,0.0167901805880598,-0.000560710181149622,-0.000560710181149622,-0.00183918497807692,-0.00691698212846655,0.00122151185271315,0.00122151185271315,-0.00806117724982867,38.4305656107585,-9.49827760830728,1.84077990933634,-22.6511180199451,1.84077990933634,-22.6511180199451,23.3520272717663,-10.3096829433593,8.67361737988404e-19,8.62486568016111e-20,-3.38384542805936e-20,0,0,0,0.0167936705423597,-0.00184734565890285,-0.000560010168439073,-0.00691428473759986,-0.00805919542814356,0.00121998686912674,4.56946857298772e-14,7.60649959466009e-08,5.74658542564912e-14,4.35025321368517e-20,3.46944695195361e-18,1.48468720709669e-14
NC_k0001,-0.0842105263157895,-0.0842105263157895,0.400324489726412,210.99717592189,40.1615039284639,228.172912083697,30.6661715570607,-194.885913440134,-58.2918329505417,-219.695220839738,-27.0351688403463,1,160,7.78360560765289,17.3903406118417,8.30740225243327,-11.0827095922842,-7.99281464852839e-19,2.67905602432449e-19,0,-3.86829359099198e-19,0.00164261905741502,-0.00124094216952495,1,-4.05950143236222e-20,-2.64829537397555e-21,1,0.0167936705423597,-0.000560010168439073,-0.000560010168439073,-0.00184734565890285,-0.00691428473759986,0.00121998686912674,0.00121998686912674,-0.00805919542814356,1,0,-2.16840434497101e-19,1,0.0167901805880598,-0.000560710181149622,-0.000560710181149622,-0.00183918497807692,-0.00691698212846655,0.00122151185271315,0.00122151185271315,-0.00806117724982867,40.5573132256553,-7.26262124886023,1.07338511798303,-24.0999422492341,1.07338511798303,-24.0999422492341,24.3224948419438,-9.7659892971307,8.67361737988404e-19,6.55887521176234e-19,2.50793695615514e-20,0,0,0,0.0167936705423597,-0.00184734565890285,-0.000560010168439073,-0.00691428473759986,-0.00805919542814356,0.00121998686912674,6.17984380999042e-14,1.24270714427019e-07,3.31007308917403e-14,4.05950143236222e-20,6.93889390390723e-18,3.32796934422044e-15
NC_k0001,-0.0342105263157895,-0.0342105263157895,0.410298497468251,221.487583391474,36.0359455594297,227.640504211595,32.2977961790189,-207.652111627987,-48.0740224204103,-216.882514840757,-34.7603866877863,1,160,2.97233030360255,7.53048836666684,3.4659301611889,-4.59724408472333,-5.98905233267994e-19,-2.93285157986801e-20,0,1.20966892779755e-19,0.00163925902010078,-0.00123725651002009,1,-8.87982384019775e-20,6.97157350054629e-20,1,0.0167936705423597,-0.000560010168439073,-0.000560010168439073,-0.00184734565890285,-0.00691428473759986,0.00121998686912674,0.00121998686912674,-0.00805919542814356,1,0,-2.16840434497101e-19,1,0.0167901805880598,-0.000560710181149622,-0.000560710181149622,-0.00183918497807692,-0.00691698212846655,0.00122151185271315,0.00122151185271315,-0.00806117724982867,41.6887762777214,-6.08434322517321,0.634073248774044,-25.0139576610365,0.634073248774044,-25.0139576610365,25.0682031554657,-9.37386673897275,4.33680868994202e-19,-1.94360574524713e-19,-1.09952993829942e-19,0,0,0,0.0167936705423597,-0.00184734565890285,-0.000560010168439073,-0.00691428473759986,-0.00805919542814356,0.00121998686912674,1.40589643690155e-13,9.19216282985184e-08,1.87598106750998e-13,8.87982384019775e-20,2.16840434497101e-19,4.05883654757132e-16
NC_k0001,0.0157894736842105,0.0157894736842105,0.411823190218476,226.725749753214,33.112931928608,223.938597166575,34.8303205375567,-215.140896169047,-38.1208653684987,-210.943146048021,-44.3148015898122,1,160,-1.35779456462619,-3.5086326611369,-1.60592098450182,2.1280511781727,-5.97475865169502e-19,9.82558218814988e-20,0,-5.10362166139093e-19,0.00163876941784488,-0.00123666926546768,1,-2.61709193345578e-20,1.59304032163172e-20,1,0.0167936705423597,-0.000560010168439073,-0.000560010168439073,-0.00184734565890285,-0.00691428473759986,0.00121998686912674,0.00121998686912674,-0.00805919542814356,1,0,-2.16840434497101e-19,1,0.0167901805880598,-0.000560710181149622,-0.000560710181149622,-0.00183918497807692,-0.00691698212846655,0.00122151185271315,0.00122151185271315,-0.00806117724982867,41.8623723985568,-5.90390305356117,0.565248400949328,-25.1637962311667,0.565248400949328,-25.1637962311667,25.197545551324,-9.30796430588887,8.67361737988404e-19,-4.88486760140469e-19,-4.18693994018829e-20,0,0,0,0.0167936705423597,-0.00184734565890285,-0.000560010168439073,-0.00691428473759986,-0.00805919542814356,0.00121998686912674,5.32861588554829e-13,9.11385567046261e-08,7.87893978147193e-14,2.61709193345578e-20,3.46944695195361e-18,7.27885713501872e-15
