Case,LoadCase,NX,NY,zeta1,zeta2,strain0,StepTime,ALLSE,RF_LEFT_x,RF_LEFT_y,RF_RIGHT_x,RF_RIGHT_y,RF_BOTTOM_x,RF_BOTTOM_y,RF_TOP_x,RF_TOP_y,Volume,nBndNodes,Savg_11,Savg_22,Savg_33,Savg_12,Eavg_11,Eavg_22,Eavg_33,Eavg_12,Uavg_1,Uavg_2,Fbar_11,Fbar_12,Fbar_21,Fbar_22,G111,G112,G121,G122,G211,G212,G221,G222,Fbar_11_int,Fbar_12_int,Fbar_21_int,Fbar_22_int,G111_int,G112_int,G121_int,G122_int,G211_int,G212_int,G221_int,G222_int,Q111,Q112,Q121,Q122,Q211,Q212,Q221,Q222,fitResidMax,c1_fit,c2_fit,ALLSE_std,HillResid,QSymResid,ForceBalanceResid,KubcErrF,KubcErrG,EnergyConsistencyResid
1,NC_k0000,7,7,-0.00131578947368421,-0.00131578947368421,0.01,1,0.329336825913538,46.8302959316876,-1.84999671899637,47.3912867250696,-2.08877555331919,-47.967269728485,2.74156371944398,-48.9072266149867,3.69996421753589,1,1120,0.501924349593738,-0.100412057487241,0.13249905639514,-0.064766111734062,-1.43564143625723e-18,-3.96320877503797e-19,0,-6.66587356802049e-19,-0.00153893419403612,0.00083894736434295,1,2.24822860919627e-19,-3.21432120221066e-20,1,-0.00523340711650885,0.0100210450899222,0.0100210450899222,-0.0151659745678761,0.00104088811922811,-0.00481258406506862,-0.00481258406506862,0.00423543471264215,1,-4.33680868994202e-19,0,1,-0.00523353551101327,0.0100213007288275,0.0100213007288275,-0.0151659762714692,0.00104092531762103,-0.00481270683507028,-0.00481270683507028,0.00423543116426729,4.96454400189802,35.6391091672503,3.11739504943021,-10.6582944912274,3.11739504943021,-10.6582944912274,-14.7708453878244,2.12641669319284,3.46944695195361e-18,-9.2514742740611e-19,3.15318329926754e-19,0.00110306181056431,8.25046026287481e-12,8.50460876092779e-09,1.24035915593852e-11,3.45565271547804e-19,7.80625564189563e-18,9.89262142426577e-14
2,NC_k0001,7,7,-0.00131578947368421,-0.00131578947368421,0.01,1,0.211885587208547,120.329685046603,19.5192629707624,121.359677463632,19.1718414604774,-117.970982009141,-20.7236801754646,-119.916753402728,-20.1873600261048,1,1120,0.0897950467463015,0.133593694394242,0.0737182845763821,-0.12329501691928,-8.77952958551533e-19,-2.06036077062804e-19,0,-2.59831216746449e-19,0.00162204937282602,-0.00121151440663428,1,-1.2148512312285e-19,1.15139069465856e-19,1,0.0167936705423597,-0.000560010168439072,-0.000560010168439072,-0.00184734565890285,-0.00691428473759986,0.00121998686912674,0.00121998686912674,-0.00805919542814357,1,0,0,1,0.0167935993188025,-0.000560024454412757,-0.000560024454412757,-0.0018471791143962,-0.00691433978639306,0.00122001799124075,0.00122001799124075,-0.00805923587348408,21.3082048612839,-3.70249021612709,-0.211883392987422,-12.0909260122441,-0.211883392987422,-12.0909260122441,12.0378507473324,-4.96324022343092,2.60208521396521e-18,4.45385137874545e-19,-6.73480301333664e-19,0.000208878743181069,1.64239744568661e-11,3.87098396443046e-09,1.05919846371581e-11,2.45682315439411e-19,9.97465998686664e-18,1.53003457882957e-13
3,NC_k0002,7,7,-0.00131578947368421,-0.00131578947368421,0.01,1,0.689287226725646,-94.48534117687,50.1241281921343,-94.2416383811837,50.9387149091121,94.0329057422558,-50.8125511856343,95.4890845027568,-50.605752931038,1,1120,0.402586103137061,0.697402518551102,0.362996245157075,0.170925585012709,1.0963658633931e-20,5.20637403708226e-19,0,-8.16379839568052e-19,-3.64118416834137e-05,-0.00048205079323122,1,9.52817441972388e-20,8.27843389407199e-21,1,-0.0072609762275046,0.00798862637180395,0.00798862637180395,0.00271554906894998,-0.00216661494335417,0.0151594699561672,0.0151594699561672,-0.00644841969049436,1,-1.35525271560688e-20,-1.0842021724855e-19,1,-0.00726092709605233,0.00798883016329302,0.00798883016329302,0.00271547094880409,-0.00216666972219387,0.0151598566773395,0.0151598566773395,-0.00644841985447759,-14.1704612359048,24.8072660790393,6.76778332069597,14.7740114119583,6.76778332069597,14.7740114119583,47.5458189108209,-8.25781084346637,2.16840434497101e-18,-3.58733286314001e-19,-8.5889053536873e-19,0.000968539789452606,7.22225727399692e-12,5.12219992501328e-09,1.35683919697373e-11,2.50403973817042e-19,4.33680868994202e-18,6.66086642486094e-14
4,NC_k0003,7,7,-0.00131578947368421,-0.00131578947368421,0.01,1,0.265068191855326,-92.139610475336,10.2109307621177,-93.0157659749424,10.8316778926222,90.881900678327,-8.49088600847117,92.1260745112797,-9.12282907107053,1,1120,0.185871822204507,-0.212209646280732,-0.0086914819451521,0.125959116073165,-2.15032493404931e-19,2.61954623844731e-19,0,6.07954589169324e-19,-0.000573229867821238,0.00170457735593326,1,6.0887179958354e-20,-1.73305569961826e-19,1,-0.0089034159467886,0.00659383141145556,0.00659383141145556,0.00818599167466987,0.011081958503288,-0.00383992549913756,-0.00383992549913756,0.00852556625629547,1,0,2.16840434497101e-19,1,-0.00890330924592454,0.00659399962144055,0.00659399962144055,0.00818588039839591,0.0110820047237608,-0.0038400234564207,-0.0038400234564207,0.00852564508381222,-15.4250388688752,23.2994719209929,6.20807504846759,10.3087602006751,6.20807504846759,10.3087602006751,-19.0884684686727,1.32948067150633,2.81892564846231e-18,-1.82666813358352e-19,1.38605383556134e-18,0.000712523692624152,1.24277144760123e-11,7.57015607688238e-09,8.92354397694139e-12,2.89314501262685e-19,8.67361737988404e-18,2.17035111438253e-13
5,NC_k0004,7,7,-0.00131578947368421,-0.00131578947368421,0.01,1,0.175872747582984,27.9143047447041,-18.5661454980036,28.2266817070896,-18.7000861873038,-28.5976965026531,16.7480167690565,-28.6495402712671,16.9862719919507,1,1120,-0.281458570241388,0.00508531204991776,-0.0912031752031881,-0.0578217428527019,1.97786053360071e-19,6.94630158201951e-19,0,-8.44341852994794e-19,-0.000871107433604371,-0.00180896898051584,1,2.31031804537374e-20,1.70633291700381e-19,1,-0.00312662682058422,-0.00671160527592423,-0.00671160527592423,-0.0103971201687872,-0.012762173308884,0.000548361139259962,0.000548361139259962,-0.00859678335400792,1,2.16840434497101e-19,0,1,-0.0031267163127197,-0.00671177649034453,-0.00671177649034453,-0.0103971169250381,-0.0127622148528149,0.000548375128064535,0.000548375128064535,-0.00859687802791281,3.10391877333643,-23.276691926498,-7.49801304831309,-5.60779624105636,-7.49801304831309,-5.60779624105636,3.18443798557042,-0.260053185145192,2.60208521396521e-18,-6.50665208075527e-19,-1.30516375927196e-18,0.000107227430596257,1.67939236187256e-11,5.001566397339e-09,2.34009114107574e-11,2.35308222619657e-19,8.67361737988404e-18,2.71535341213172e-13
6,NC_k0005,7,7,-0.00131578947368421,-0.00131578947368421,0.01,1,0.718253100871075,54.491774069369,92.4325745900215,54.910017588305,93.753193575759,-53.9161671738793,-92.5746347018164,-54.9551024003373,-92.5178860497006,1,1120,0.729824196061796,-0.189309243713763,0.178369934274847,0.0443093545312885,-5.10687413555948e-18,-4.79266241098257e-19,0,-1.97069604658852e-18,0.000454210768045024,5.30504233037566e-05,1,9.43508484704576e-20,2.79221893129725e-20,1,0.00652234756030476,0.0163762563016298,0.0163762563016298,0.000290094583144855,0.00265900651085749,-0.00602366899317761,-0.00602366899317761,-0.00677038796632783,1,-5.42101086242752e-20,-6.7762635780344e-21,1,0.0065223295371421,0.0163766740632701,0.0163766740632701,0.00029015605300486,0.00265893326414062,-0.00602382265820294,-0.00602382265820294,-0.00677034094015596,9.05645330984973,51.9033836533347,15.0302547896371,-7.27914195497776,15.0302547896371,-7.27914195497776,-17.6553322914315,-13.7752106676378,2.60208521396521e-18,2.61859991492989e-19,-2.40045576508409e-19,0.000770969909456674,5.07370247866196e-12,8.05201845682508e-09,9.10925874374264e-12,2.56494315494166e-19,6.93889390390723e-18,9.15035937167126e-14
7,NC_k0006,7,7,-0.00131578947368421,-0.00131578947368421,0.01,1,0.255316555638932,-73.5377676135396,-84.9311891685727,-72.7344181831259,-85.7755874781628,72.8325260543004,85.8740241254233,73.0632144541436,86.159136273072,1,1120,0.367519461259137,0.118538120725108,0.160399002054789,-0.0182863800268358,-2.54782382014296e-19,6.80047791183254e-19,0,-2.69229987524865e-19,0.000126944283976814,-0.000129631797928392,1,2.72835652041959e-20,1.38501588967669e-19,1,-0.00398200939445783,0.00754742661982021,0.00754742661982021,0.00927323019774596,-0.0149178558947045,0.000283080721679624,0.000283080721679624,0.00430866511930741,1,2.16840434497101e-19,0,1,-0.00398190798597573,0.00754761915621357,0.00754761915621357,0.00927316253429449,-0.0149177671069135,0.000283087943126606,0.000283087943126606,0.00430850867086097,-11.1297672780511,31.3273433781784,-10.5109087253807,9.95772282251302,-10.5109087253807,9.95772282251302,-3.16763119914992,13.4940023079857,1.73472347597681e-18,-1.19461004704891e-19,-7.53355996046207e-19,0.000571872671204494,1.25465184374002e-11,8.55990447414462e-09,8.43772642091789e-12,2.00106371511793e-19,1.04083408558608e-17,6.15461685689757e-14
8,NC_k0007,7,7,-0.00131578947368421,-0.00131578947368421,0.01,1,0.188381872595721,-59.3303694861297,83.0609666077627,-60.5688894342256,84.9602380051839,59.679513063291,-84.5042508411795,61.1656866101914,-86.1844394040856,1,1120,-0.33922477490743,-0.256840173036995,-0.196701432821679,0.180918407046857,4.99902559920355e-19,-4.17143874188042e-19,0,-1.91964356208923e-19,0.000997276083469332,-0.000935448581383916,1,-1.43804280223494e-19,2.04945379902455e-20,1,0.00182057138377452,-0.00383757236604354,-0.00383757236604354,0.0157517137559357,0.00454043346890259,-0.00171840194232206,-0.00171840194232206,-0.0105011252064776,1,0,0,1,0.00182071626441828,-0.00383767026329777,-0.00383767026329777,0.015751680943437,0.00454031853328688,-0.0017184457791063,-0.0017184457791063,-0.0105010482854776,-8.00503710910209,-18.8369393414729,8.59432511798589,10.0466274305518,8.59432511798589,10.0466274305518,-9.05323992161483,-14.8997548244003,3.03576608295941e-18,5.76004816460031e-19,-1.62773622180478e-19,0.000692241255671899,6.65242212073197e-12,5.38488481043407e-09,1.34829863365809e-11,2.35036583869937e-19,9.54097911787244e-18,1.05531573227072e-13
9,NC_k0008,7,7,-0.00131578947368421,-0.00131578947368421,0.01,1,0.325145711258888,18.122447862586,120.090593387201,17.4607209422526,121.529284369149,-17.703386160579,-121.623939215557,-17.0429423423408,-121.822362141793,1,1120,-0.128076735966202,0.288900615137366,0.0530718801264851,0.125557217226599,-2.59642895293657e-19,-1.01354164729252e-18,0,-2.5163507007428e-18,-0.000156316440017484,-0.000311462638441483,1,2.67406564392741e-20,-7.77109204438707e-20,1,-0.000324640517658472,-0.00270771985033662,-0.00270771985033662,-0.00777483302139315,0.0130076576265531,0.00866451467893541,0.00866451467893541,-0.00937239892902188,1,2.16840434497101e-19,0,1,-0.000324713859044142,-0.00270778892482259,-0.00270778892482259,-0.00777481133481321,0.0130075264886245,0.00866473571247314,0.00866473571247314,-0.00937224460704545,2.80978521196661,-16.6550713029268,14.929543270907,-1.30275050504551,14.929543270907,-1.30275050504551,31.2505155282198,-19.495695977292,1.73472347597681e-18,-2.13380309393042e-19,3.08182513638023e-19,0.000741830283371932,8.87059870535971e-12,6.40105721525883e-09,4.48394869937651e-12,3.62498070712465e-19,1.21430643318376e-17,6.82148985798146e-14
10,NC_k0009,7,7,-0.00131578947368421,-0.00131578947368421,0.01,1,0.357980954352068,61.4115781165834,-105.523670938223,63.0660372894225,-108.177313251897,-60.3048634798041,107.156401792724,-62.0644412240296,109.110240452798,1,1120,0.287810651028688,0.649590941110115,0.309342525405798,-0.211200199017444,-7.34211577693226e-19,4.04588816559963e-18,0,-1.19820530741505e-18,0.000325995246938974,0.000965978755982238,1,3.71324778079558e-20,-2.99451371164398e-20,1,0.00519928019819397,0.000838001429410395,0.000838001429410395,-0.00973762720273093,-0.00541928592851948,0.00975559370658176,0.00975559370658176,0.0123654189958392,1,0,-2.71050543121376e-20,1,0.00519917046553515,0.000838022806997881,0.000838022806997881,-0.00973754641361168,-0.00541915035599743,0.00975584257376815,0.00975584257376815,0.0123653277226352,10.6058785410678,9.67768447539772,-12.0876181857719,-6.00130780434406,-12.0876181857719,-6.00130780434406,37.8824631351915,18.4283399614867,1.73472347597681e-18,-4.66645665441235e-19,4.16735151143494e-19,0.000579120933978049,7.3419692242185e-12,6.9225402725536e-09,3.73651650440899e-12,3.08284742430556e-19,6.07153216591882e-18,7.94156888553953e-14
