Case,LoadCase,NX,NY,zeta1,zeta2,strain0,StepTime,ALLSE,RF_LEFT_x,RF_LEFT_y,RF_RIGHT_x,RF_RIGHT_y,RF_BOTTOM_x,RF_BOTTOM_y,RF_TOP_x,RF_TOP_y,Volume,nBndNodes,Savg_11,Savg_22,Savg_33,Savg_12,Eavg_11,Eavg_22,Eavg_33,Eavg_12,Uavg_1,Uavg_2,Fbar_11,Fbar_12,Fbar_21,Fbar_22,G111,G112,G121,G122,G211,G212,G221,G222,Fbar_11_int,Fbar_12_int,Fbar_21_int,Fbar_22_int,G111_int,G112_int,G121_int,G122_int,G211_int,G212_int,G221_int,G222_int,Q111,Q112,Q121,Q122,Q211,Q212,Q221,Q222,fitResidMax,c1_fit,c2_fit,ALLSE_std,HillResid,QSymResid,ForceBalanceResid,KubcErrF,KubcErrG,EnergyConsistencyResid
1,NC_k0000,3,3,-0.0030701754385965,-0.0030701754385965,0.01,1,0.348425533292201,52.0616500109934,-5.33411571772736,53.6300770326072,-5.92330134804504,-55.1190364681163,7.82482997435735,-56.6816366555301,9.19292188686269,1,480,1.21909248539882,-0.240034454254557,0.323089150277613,-0.193706192650835,-3.8337946449111e-19,4.65246081169225e-19,0,-2.46288064303989e-19,-0.00155906897125413,0.000848155029747167,1,-1.86969647246708e-19,1.73724009993862e-20,1,-0.00523340711650885,0.0100210450899222,0.0100210450899222,-0.0151659745678761,0.00104088811922811,-0.00481258406506862,-0.00481258406506862,0.00423543471264214,1,8.67361737988404e-19,0,1,-0.00523410615325515,0.0100224369017402,0.0100224369017402,-0.0151659838429938,0.00104109064381177,-0.0048132524795221,-0.0048132524795221,0.00423541539371237,5.34417610399443,37.3779015793621,2.95805767547241,-11.7151368245102,2.95805767547241,-11.7151368245102,-14.7138174156815,2.99114686678504,2.60208521396521e-18,8.4149729407639e-20,1.19824344385906e-19,0.00265946004929363,1.26055430376502e-12,4.31670878713054e-08,1.96629764357621e-12,2.73606174395829e-19,9.54097911787244e-18,7.69003754023002e-14
2,NC_k0001,3,3,-0.0030701754385965,-0.0030701754385965,0.01,1,0.257530784225995,148.814683531013,24.7573076633889,150.644165953601,24.4006615799868,-143.487816396105,-27.609748088248,-147.278682304623,-26.6331126455707,1,480,0.25525405036533,0.361883608266963,0.203655427348662,-0.35327579149543,1.18483145127129e-19,-7.87871438880859e-20,0,-1.59769383860876e-19,0.00156285122792623,-0.00119772527531462,1,3.70035145077634e-20,-5.09034568989615e-20,1,0.0167936705423597,-0.000560010168439073,-0.000560010168439073,-0.00184734565890285,-0.00691428473759986,0.00121998686912674,0.00121998686912674,-0.00805919542814356,1,0,0,1,0.0167932827696597,-0.000560087947629134,-0.000560087947629134,-0.00184643891658886,-0.00691458444769616,0.00122015631174745,0.00122015631174745,-0.00805941563055302,25.969417608374,-4.12467792504816,0.00589670618968084,-14.1921709913638,0.00589670618968084,-14.1921709913638,14.0830616998496,-6.27720291974631,2.16840434497101e-18,-4.09541446816451e-19,1.07495396816886e-19,0.00204336768756257,5.7542769090928e-12,1.462021699124e-08,1.58936780634107e-12,1.43418821910501e-19,7.15573433840433e-18,7.48076028553948e-14
3,NC_k0002,3,3,-0.0030701754385965,-0.0030701754385965,0.01,1,0.729376487093846,-110.449623581211,59.0849764394199,-109.664093685466,60.7157406478848,109.613765729488,-60.8657972565148,112.383498533078,-59.7178237433579,1,480,0.849672124838691,1.56061437705475,0.795394545624822,0.481958271121312,-6.19451296776328e-19,-3.89551334768239e-19,0,3.21929871145771e-19,2.4263507874919e-05,-0.000448851768722762,1,-1.64764917419409e-19,5.37985787248783e-20,1,-0.0072609762275046,0.00798862637180394,0.00798862637180394,0.00271554906894999,-0.00216661494335417,0.0151594699561672,0.0151594699561672,-0.00644841969049436,1,-4.74338450462408e-20,0,1,-0.0072607087340422,0.00798973590324448,0.00798973590324448,0.00271512374815569,-0.00216691318370362,0.0151615754381055,0.0151615754381055,-0.00644842058329193,-16.7701735790893,25.4374882087651,7.38594919228621,16.1446983107648,7.38594919228621,16.1446983107648,48.6596378255799,-10.0074686335079,2.60208521396521e-18,8.24887595543443e-20,-3.13428372330981e-19,0.00121022449722555,1.87811731763469e-12,2.67045866733399e-08,1.66116867855663e-12,4.68363704108988e-19,5.20417042793042e-18,2.48312549971422e-14
4,NC_k0003,3,3,-0.0030701754385965,-0.0030701754385965,0.01,1,0.296540159785667,-114.228214376919,8.94813536463428,-115.466535516702,9.95078615683612,111.123325357194,-4.86966945588178,113.666448100126,-6.14489677526217,1,480,0.396908802483563,-0.553896123277918,-0.0518058158621381,0.370753281194558,2.12283530968405e-19,-1.94192229325399e-19,0,9.69605673329891e-19,-0.000537288928916022,0.00170830047007436,1,-1.0567316519198e-19,-1.0953566694e-20,1,-0.00890341594678861,0.00659383141145556,0.00659383141145556,0.00818599167466987,0.011081958503288,-0.00383992549913756,-0.00383992549913756,0.00852556625629546,1,0,0,1,-0.00890283501986203,0.00659474722137382,0.00659474722137382,0.00818538583717829,0.0110822101480843,-0.00384045882212355,-0.00384045882212355,0.00852599542833112,-18.726057929548,24.1573796321026,6.45983271341459,12.0610982984301,6.45983271341459,12.0610982984301,-21.2626896278105,2.20708215609518,1.73472347597681e-18,1.43486556071944e-19,-7.48823384300483e-20,0.000591346654787961,2.59438481064783e-12,3.05539116918416e-08,2.57721294939582e-12,2.18341957891827e-19,6.93889390390723e-18,4.94379847859023e-14
5,NC_k0004,3,3,-0.0030701754385965,-0.0030701754385965,0.01,1,0.187489658753379,33.012263514184,-19.2121581900991,33.2104459233515,-19.5413187495398,-34.2241693693582,15.0948403079228,-34.5526679290564,15.528708253305,1,480,-0.645282151939592,0.0409989451310094,-0.199413458246833,-0.183869833110451,1.42591599806858e-19,1.77589335797105e-19,0,-1.21121299827431e-19,-0.000874956837566071,-0.00181411579100537,1,7.39851424881111e-20,-3.01222147079677e-20,1,-0.00312662682058422,-0.00671160527592422,-0.00671160527592422,-0.0103971201687872,-0.012762173308884,0.000548361139259963,0.000548361139259963,-0.00859678335400792,1,0,-4.33680868994202e-19,1,-0.00312711405554404,-0.00671253744332366,-0.00671253744332366,-0.0103971025083756,-0.0127623994925081,0.000548437300529304,0.000548437300529304,-0.00859729880082342,3.51774339654843,-23.9090583234539,-7.89429610118701,-6.23971338257398,-7.89429610118701,-6.23971338257398,3.92450805652571,-0.95065457131528,1.73472347597681e-18,-3.96216907856233e-20,3.20624065847078e-19,0.000384780728121232,4.68085050394133e-12,2.5925911974838e-08,4.50945977115194e-12,1.71263150003728e-19,5.20417042793042e-18,9.84219760068636e-14
6,NC_k0005,3,3,-0.0030701754385965,-0.0030701754385965,0.01,1,0.758000736598753,63.7220059417092,106.718731686265,65.3367618562829,109.29488725094,-62.9907360730608,-106.59384749481,-64.8747725148215,-106.849254552831,1,480,1.70956115981813,-0.490738693444026,0.402211413903478,0.128022038115624,3.22640143565083e-19,-5.15878357917338e-19,0,-1.29479132736667e-19,0.000417100908324039,0.000115524796729289,1,-2.95335205712649e-19,-5.05924829221921e-20,1,0.00652234756030476,0.0163762563016298,0.0163762563016298,0.000290094583144855,0.00265900651085749,-0.00602366899317761,-0.00602366899317761,-0.00677038796632783,1,-5.42101086242752e-20,-1.35525271560688e-20,1,0.00652224943419694,0.0163785307816716,0.0163785307816716,0.000290429252382663,0.00265860772317676,-0.0060245056138711,-0.0060245056138711,-0.00677013193494764,10.7189548595321,53.1598384236979,16.3966586748108,-8.17349568762322,16.3966586748108,-8.17349568762322,-17.8303920826469,-16.1212533248801,1.73472347597681e-18,-4.25722058648925e-19,-1.73901381381101e-19,0.000313635230957234,1.44955961766668e-12,3.74268358968455e-08,2.26687125644057e-12,4.75143593522134e-19,4.33680868994202e-18,6.324090915121e-14
7,NC_k0006,3,3,-0.0030701754385965,-0.0030701754385965,0.01,1,0.28939645674895,-90.0898079193687,-104.78255351325,-88.469096054551,-106.336158827088,88.5939240931654,106.731632531002,89.1248851747813,107.422987477265,1,480,0.849251469216687,0.291272811277601,0.376373012563126,-0.0554604513847716,-1.60244185532481e-19,6.27072387486649e-19,0,-4.38201686768675e-19,0.000157316745068934,-0.000156221675785774,1,-2.53038096585965e-20,-1.10224950231274e-20,1,-0.00398200939445784,0.00754742661982021,0.00754742661982021,0.00927323019774596,-0.0149178558947045,0.000283080721679625,0.000283080721679625,0.00430866511930741,1,2.16840434497101e-19,0,1,-0.00398145728161083,0.0075484748735174,0.0075484748735174,0.00927286180784351,-0.0149173724945091,0.000283120038446524,0.000283120038446525,0.00430781334443235,-13.3252794658856,34.0299311057543,-12.414664641031,11.373615182826,-12.414664641031,11.373615182826,-4.33438731735959,16.2298244224327,1.30104260698261e-18,-1.14060674128663e-19,3.88544450477685e-19,0.000671700412679845,2.20586067461394e-12,4.0382901228346e-08,1.80624553749414e-12,1.19869365076662e-19,6.93889390390723e-18,3.43957857714867e-14
8,NC_k0007,3,3,-0.0030701754385965,-0.0030701754385965,0.01,1,0.219250436624915,-70.3731995695218,101.236759992025,-72.7922198293805,104.820752725509,71.4022309684684,-104.573540089618,73.9431773437443,-107.590249803421,1,480,-0.867352408007962,-0.657191202175209,-0.503099391360456,0.524635624173395,-3.22614225239223e-20,-1.59983347912656e-19,0,-8.54091555148086e-20,0.0010164197041996,-0.000898720624943822,1,1.08788767684537e-19,-5.68687559723343e-20,1,0.00182057138377451,-0.00383757236604354,-0.00383757236604354,0.0157517137559357,0.0045404334689026,-0.00171840194232206,-0.00171840194232206,-0.0105011252064776,1,0,2.71050543121376e-20,1,0.00182136017839056,-0.00383810536220549,-0.00383810536220549,0.0157515351101092,0.00453980770832815,-0.00171864060925849,-0.00171864060925849,-0.0105007064143663,-9.30926653633128,-20.7938981524272,10.182472008743,11.4142655816855,10.182472008743,11.4142655816855,-10.3383713956448,-18.1455484062129,1.73472347597681e-18,-1.34306600341127e-20,-1.83459030066271e-19,0.00027611949787598,2.09634067149546e-12,2.28175301909815e-08,2.34124285885377e-12,1.58424783068847e-19,1.04083408558608e-17,6.56534782969585e-14
9,NC_k0008,3,3,-0.0030701754385965,-0.0030701754385965,0.01,1,0.366985813670567,25.306348575988,146.437504769566,24.1504107098315,149.167277670113,-24.334183887221,-149.844890092425,-23.1917140334596,-149.922389646271,1,480,-0.34640756214781,0.617332644310105,0.0894052771135564,0.35715233630932,-5.50929860647401e-20,-1.41270233923678e-18,0,-4.35862419996375e-19,-0.000150880118347776,-0.000261683486886387,1,1.38030786706657e-20,2.82065468478151e-20,1,-0.00032464051765847,-0.00270771985033661,-0.00270771985033661,-0.00777483302139314,0.0130076576265531,0.00866451467893541,0.00866451467893541,-0.00937239892902188,1,2.16840434497101e-19,2.16840434497101e-19,1,-0.000325039820758236,-0.00270809592253805,-0.00270809592253805,-0.00777471495001349,0.0130069436533862,0.00866571808375193,0.00866571808375193,-0.00937155873159465,3.47451586635979,-19.0395157877516,17.2827155795574,-1.91642602242886,17.2827155795574,-1.91642602242886,33.0919512265319,-23.5280562163027,1.73472347597681e-18,1.38620013153405e-21,-7.91292506583758e-19,0.000668606359017255,2.58698007833846e-12,2.42395917244267e-08,1.17306735270031e-12,2.80735006064083e-19,1.21430643318376e-17,3.73976770517567e-14
10,NC_k0009,3,3,-0.0030701754385965,-0.0030701754385965,0.01,1,0.405501082832035,77.6774483049045,-127.195289084,80.6569516178909,-131.977913092951,-75.2250486437538,130.548918221446,-78.2611516861347,134.490566453072,1,480,0.742749360773987,1.60168516038133,0.773663391981247,-0.604162692008106,-6.75715019134701e-19,1.72964127829328e-18,0,-3.93362983030884e-19,0.000309402273974137,0.000912852810349236,1,-2.0425841977093e-20,1.0431011513979e-19,1,0.00519928019819397,0.000838001429410395,0.000838001429410395,-0.00973762720273093,-0.00541928592851949,0.00975559370658175,0.00975559370658175,0.0123654189958392,1,0,2.71050543121376e-20,1,0.00519868276482928,0.000838117818497814,0.000838117818497814,-0.00973718735085945,-0.00541854781145497,0.00975694865015212,0.00975694865015211,0.0123649220639507,12.9647891925559,11.4083754242625,-14.0775345524224,-7.42003644181861,-14.0775345524224,-7.42003644181861,40.4187280698266,22.2690214474976,1.51788304147971e-18,-2.93169644417998e-19,1.33459790722066e-19,0.00187652378038028,1.50502635721741e-12,2.77930151602078e-08,1.23757294976364e-12,3.13338424473593e-19,6.93889390390723e-18,2.48092035299636e-14
